id_user,nombre,apellido,email,password_hash,tlf,municipality_id,sexo,age,role,created_at,updated_at
269,Iker,Barandiaran Atutxa,iker.barandiaran104@euskador.eus,5c39a5faab3d0893df9f3bc3ee11084d8adb9bb5fd4adbeb14325914ba0dd33c,+34 72145155,48027,hombre,57,user,2026-03-15 23:53:00,2026-03-15 23:53:00
270,Teresa,Uriarte Elizondo,teresa.uriarte1297@euskador.eus,07a91e4d85c1044255e39dea0ed81160e2d8441f94307ca9f88f64c81e4f2c37,+34 66595380,20018,mujer,52,user,2026-03-02 20:18:00,2026-03-02 20:18:00
271,Alazne,Agirre Bilbao,alazne.agirre1647@euskador.eus,83732942bdde4633e9d3448905dc303d754701a6bd72976a7de91464d9af26b1,+34 99366761,1008,mujer,56,user,2026-03-16 07:18:00,2026-03-16 07:18:00
272,Jon,Bilbao Alonso,jon.bilbao918@euskador.eus,fdd80f60624d38a7e43ae10accffa874594a88d8c68208e4ed3f9512d438814d,+34 75827229,48080,hombre,54,user,2026-03-04 05:35:00,2026-03-04 05:35:00
273,Jose,Etxebarria Pérez,jose.etxebarria557@euskador.eus,b55d4f0225f3cf95385ce5bd02e411968443ae2e38d6f233c07d34e33b22ae98,+34 92619965,48015,otro,59,user,2026-03-24 21:22:00,2026-03-24 21:22:00
274,Nerea,Bilbao Bengoa,nerea.bilbao84@euskador.eus,e820b29742fc1788aad45f93d6f0a2b0b18810bba5019844e9b0da8938bd3113,+34 93570821,48011,otro,54,user,2026-03-23 14:44:00,2026-03-23 14:44:00
275,Pilar,Bilbao Rodríguez,pilar.bilbao6@euskador.eus,76df3c25b81d6e1dc6590345abf8e9ab5d2dd1838ba75f5850e32e38f5c3ee60,+34 99238128,48080,mujer,57,user,2026-03-14 18:59:00,2026-03-14 18:59:00
276,Alazne,Bilbao Muñoz,alazne.bilbao1850@euskador.eus,f4140ed82d6149d72f017966421c100590a0a8ba6852a0fbc814182b6f9262a6,+34 75418926,48020,mujer,71,user,2026-03-10 13:35:00,2026-03-10 13:35:00
277,Antonio,Barandiaran Barandiaran,antonio.barandiaran1170@euskador.eus,ddcf21acb4d195f2a45012e64d4720e0f1e621e7cba237dc46247a215b7bf181,+34 91011914,20030,hombre,62,user,2026-03-28 17:07:00,2026-03-28 17:07:00
278,Isabel,García Iparragirre,isabel.garcia728@euskador.eus,221d8f6efa602cebed1a36cc8c285ee1ea030bd8bf74820fded749678d5aef39,+34 71657828,48036,otro,52,user,2026-03-27 04:12:00,2026-03-27 04:12:00
279,Unai,Jiménez Alonso,unai.jimenez137@euskador.eus,cdc709f5378089646564ddd303065950734032c19d52767d8a6ab63341c48f46,+34 65638057,48036,hombre,62,user,2026-03-09 02:19:00,2026-03-09 02:19:00
280,Julen,Fernández Agirre,julen.fernandez1192@euskador.eus,b8903b4840f2fe29f42f1ac74a6016ee5157b38e9de16d4bf4b7b6f6e5d95fe5,+34 78221154,20079,hombre,45,user,2026-03-08 18:46:00,2026-03-08 18:46:00
281,Elena,Jiménez Martínez,elena.jimenez474@euskador.eus,dd670808c06f731c124c739d9cf308deecb8e1fa983f9aa3e011ef952a5982b4,+34 73184092,48003,otro,56,user,2026-03-31 03:58:00,2026-03-31 03:58:00
282,Ander,Romero Mendizabal,ander.romero562@euskador.eus,6bf3cbb46a7686cdadb40d2514aa671068e3f39fc064d1d20de0a87e334e3603,+34 72170243,48020,otro,65,user,2026-03-28 11:36:00,2026-03-28 11:36:00
283,Eider,Atutxa García,eider.atutxa829@euskador.eus,77311ed37de81a55b150d8903ffa04536c472e5dc69921ac9b95e727dfb8a329,+34 69616926,48013,otro,58,user,2026-03-18 01:10:00,2026-03-18 01:10:00
284,Luis,Romero Mendizabal,luis.romero1405@euskador.eus,b8621222762f560dcf88a6304f637b413fe8f6f5f1fa0d06f8b25e7b34c004d6,+34 94260995,20018,hombre,65,user,2026-03-29 03:09:00,2026-03-29 03:09:00
285,Aitor,Pérez Larrañaga,aitor.perez1721@euskador.eus,53dbfdbd314ca671e286127522d4ebe83fee4db8ae983b413a16336d24854e2b,+34 98896048,1037,hombre,57,user,2026-03-06 22:09:00,2026-03-06 22:09:00
286,Jose,Ruiz Muñoz,jose.ruiz69@euskador.eus,a08dc74f7e271234862ff0e98c0076e24f23c31f77422f92ad82e5728727d418,+34 94171791,48096,otro,49,user,2026-03-05 23:09:00,2026-03-05 23:09:00
287,Oihane,Romero Mendizabal,oihane.romero872@euskador.eus,40dabc51cfd4f25106511cefdecca6a71e7be01152f54f7c0f551f7524026655,+34 93789563,48013,otro,48,user,2026-03-15 14:21:00,2026-03-15 14:21:00
288,Pilar,Basabe Goikoetxea,pilar.basabe786@euskador.eus,3186ac21266982da8a91033f8166a3edd459c94cb7c0751dd3a8a63a9f716880,+34 97737203,48003,otro,48,user,2026-03-29 21:17:00,2026-03-29 21:17:00
289,Eneko,Urrutia Romero,eneko.urrutia1175@euskador.eus,9a124054c85454fabc85fba8c2b8a7be8fa5de5143d7ed8fc7df0fcef2acc661,+34 96062886,20040,hombre,51,user,2026-03-08 10:28:00,2026-03-08 10:28:00
290,Nekane,Urrutia Iparragirre,nekane.urrutia10@euskador.eus,1119d4f4d7de1f8f1069875a44dfeadcc8fd9158df5296cb59088fef4bb04441,+34 71155640,48044,mujer,46,user,2026-03-20 14:51:00,2026-03-20 14:51:00
291,Arantza,Goikoetxea Azkarate,arantza.goikoetxea1695@euskador.eus,1536a6d7129d9dc3aab70e8a104c9770768eaf6a54ee1d6013c83d83fe60afbd,+34 64191463,1008,otro,65,user,2026-03-13 20:55:00,2026-03-13 20:55:00
292,Ander,Atutxa Larrañaga,ander.atutxa638@euskador.eus,5634fa6a4029d96c90689636c20327206d500d591e93d30b612c4dd4f5042277,+34 64417036,48015,hombre,56,user,2026-03-13 14:58:00,2026-03-13 14:58:00
293,David,Gómez Goikoetxea,david.gomez512@euskador.eus,0090c6a8ef57ce3e9b4a25d593b6e4062d6a3379daa6bcc58306fbd2d7875c82,+34 68323499,48096,hombre,57,user,2026-03-12 14:38:00,2026-03-12 14:38:00
294,Nekane,Arregi Gabilondo,nekane.arregi192@euskador.eus,eae5d519e7aa8eee7a9007ad1b6b99218c226354f29981f280bc037ccfffc211,+34 93627627,48011,mujer,64,user,2026-03-24 20:28:00,2026-03-24 20:28:00
295,Elena,Madariaga Rodríguez,elena.madariaga1145@euskador.eus,39c48c2c39984102086226f4c775877993d7c0f98514ee4468d43618baa026f7,+34 96149074,20074,mujer,58,user,2026-03-19 22:28:00,2026-03-19 22:28:00
296,Uxue,Larrañaga Larrañaga,uxue.larranaga669@euskador.eus,f70dcc1e8e456d086a81664a8cd2443fb29c0eb2ff06003557588e4edf0fa183,+34 95895865,48003,mujer,64,user,2026-03-11 19:44:00,2026-03-11 19:44:00
297,Begoña,Gabilondo Atutxa,begona.gabilondo447@euskador.eus,53a4084f558c3cee682ab5dc1ecd7aa07403acb04a3ed8c14d4e2eb7e2056845,+34 66297847,48013,mujer,45,user,2026-03-03 09:06:00,2026-03-03 09:06:00
298,Garbiñe,Gabilondo Gómez,garbine.gabilondo751@euskador.eus,265769d293b4976c4fa58f59f4cfcb824f06f44f5f3126eb3594a8bea4de41cf,+34 91701107,48015,mujer,51,user,2026-03-10 12:49:00,2026-03-10 12:49:00
299,Ander,Bengoa Goikoetxea,ander.bengoa934@euskador.eus,6581ac1166c8a222dd8a8987c6be273bbf66e64a840e973ccace24c87b63a9cf,+34 73857427,20074,hombre,56,user,2026-03-05 05:37:00,2026-03-05 05:37:00
300,Begoña,Bilbao López,begona.bilbao1736@euskador.eus,bf590d3a25dc58664f66518e305a2e7fdd8f144ecd7881f31d5c1dc4fe77d2f4,+34 61813527,1021,otro,54,user,2026-03-31 07:59:00,2026-03-31 07:59:00
301,María,Arregi Larrañaga,maria.arregi25@euskador.eus,b5090489c8207ce3aedfc378ee3bcae35e65e74a663501239b88814f216ad505,+34 64881154,48013,otro,45,user,2026-03-21 10:26:00,2026-03-21 10:26:00
302,Pilar,Jiménez Barandiaran,pilar.jimenez1831@euskador.eus,9dac10bd1b1b3fe515f01a72d9ad2152bb409e8c797ec27852639c4e4c06eb3c,+34 78267938,1002,mujer,62,user,2026-03-02 23:23:00,2026-03-02 23:23:00
303,Jon,Romero Bengoa,jon.romero1414@euskador.eus,90a33a913c32ea48d452e7ee608c01460e767a41a2a178cfe743e5364f30c3c1,+34 75102192,20059,otro,47,user,2026-03-26 23:04:00,2026-03-26 23:04:00
304,Teresa,Mendizabal Etxebarria,teresa.mendizabal568@euskador.eus,a0552400e0331e285d67cba4684e99f6b7a89c7c5ca39c53e6a43aee26717332,+34 97266603,48044,otro,50,user,2026-03-08 12:31:00,2026-03-08 12:31:00
305,Daniel,Moreno Ruiz,daniel.moreno678@euskador.eus,b587c58906c1c9fb547740d0340a64cad5f285c54f2761dc6559a2e1918c4dc9,+34 67576091,48080,hombre,56,user,2026-03-01 12:02:00,2026-03-01 12:02:00
306,Maite,Uriarte Muñoz,maite.uriarte429@euskador.eus,ce520979139982342ea70e6bc9f7612b6bdb3fa2096387743adf56a49559d8d2,+34 63633737,48080,mujer,55,user,2026-03-28 10:07:00,2026-03-28 10:07:00
307,Estibaliz,Gabilondo Zabaleta,estibaliz.gabilondo780@euskador.eus,35ea7b16ddada7464a6e208c340c5702a218b771c411d193c0aa18a6a76e53e0,+34 63318819,48027,mujer,54,user,2026-03-10 05:24:00,2026-03-10 05:24:00
308,Izaro,Elizondo Gómez,izaro.elizondo1994@euskador.eus,af7856808641ac79ef0833ed0bcd17ec8ec967059769a7aed07ea8807db5e034,+34 74591537,20069,otro,44,user,2026-03-26 12:58:00,2026-03-26 12:58:00
309,Maite,Martin Bilbao,maite.martin508@euskador.eus,82746373d48573c387a46bf2553d2ad4539382649e099178a7d60146c25f0fad,+34 66539520,48015,otro,61,user,2026-03-02 11:11:00,2026-03-02 11:11:00
310,Ander,Garate Moreno,ander.garate1146@euskador.eus,f8bec8a1f9654e0382c0d6fcc632d787dcf7fca37e086cb77878d8fd99263f35,+34 91539635,20055,hombre,50,user,2026-03-04 11:49:00,2026-03-04 11:49:00
311,Elena,Bilbao Azkarate,elena.bilbao1419@euskador.eus,d6821bd184afcaee02d69524bd063e1c1df50fc48c68ecabed889f0dddd709bb,+34 61605688,20030,otro,56,user,2026-03-05 11:45:00,2026-03-05 11:45:00
312,Izaro,Basabe Gabilondo,izaro.basabe650@euskador.eus,c5eed7a819feff3375bae331899d43040ccc754ab730a26695cb516b6a8cfef6,+34 75251985,48044,mujer,51,user,2026-03-12 17:39:00,2026-03-12 17:39:00
313,Andoni,Mendizabal García,andoni.mendizabal489@euskador.eus,df170a679b987dab25159d0dd74b956f35b07ace366c42db1cf506794199c254,+34 65386091,48015,otro,58,user,2026-03-08 17:40:00,2026-03-08 17:40:00
314,Andoni,Zabaleta Mendizabal,andoni.zabaleta1073@euskador.eus,b0cffbf342aa69803bb477491f29261b1ecb7347f71cd1b54b4f5520cdba5146,+34 73228294,20079,hombre,65,user,2026-03-31 22:11:00,2026-03-31 22:11:00
315,Julen,Alonso Etxebarria,julen.alonso788@euskador.eus,e352acbf3f7971a0ae2eb56580a11499dbbed8ba5db6a63711fddc27850cb3ab,+34 69077246,48015,hombre,56,user,2026-03-20 22:02:00,2026-03-20 22:02:00
316,Manuel,González Pérez,manuel.gonzalez1220@euskador.eus,ad46d2d13542bbe5609afdade7bb2b16a29656f269dfb86e8a6d8e7ecaecc173,+34 92381497,20040,hombre,59,user,2026-03-10 13:03:00,2026-03-10 13:03:00
317,Elena,Zabaleta Zabaleta,elena.zabaleta510@euskador.eus,ac43e9538bc3e93ffe694734468d3f4ce38653eafd3bfa57170b25a074f2d152,+34 96538976,48013,otro,54,user,2026-03-19 11:00:00,2026-03-19 11:00:00
318,Begoña,Atutxa Barandiaran,begona.atutxa1152@euskador.eus,e689e98913c647244e387c7deac0ebaf19ca8c027d3df78effc2904acddb9ac2,+34 92624980,20018,otro,62,user,2026-03-26 20:14:00,2026-03-26 20:14:00
319,Alazne,Álvarez Elizondo,alazne.alvarez1314@euskador.eus,2d55e447e620378c11c919c25f23bd9db431b4e506454b153a13934f7c2e17a6,+34 94912129,20045,mujer,63,user,2026-03-10 21:42:00,2026-03-10 21:42:00
320,Maite,Gómez Pérez,maite.gomez1945@euskador.eus,1832979a8f17b725896d8691b2ff6c5c2b3e774571d37cf868b803f27248e58a,+34 91665980,1008,mujer,93,user,2026-03-03 15:27:00,2026-03-03 15:27:00
321,Teresa,Ruiz Zabaleta,teresa.ruiz9@euskador.eus,d91ad590494687879c4bbef3d03b6a59c7d3d33fb610cf1caeac74d585e0a360,+34 97745788,48080,otro,54,user,2026-03-17 22:30:00,2026-03-17 22:30:00
322,Isabel,Pérez Zubizarreta,isabel.perez461@euskador.eus,56f6bc454ceaf1c5b34ac8d6804ecd066248842eb30a7530c3a205e8a05f3fb2,+34 63163279,48020,otro,56,user,2026-03-28 18:37:00,2026-03-28 18:37:00
323,Begoña,Atutxa Ruiz,begona.atutxa755@euskador.eus,2047f1e64a58a5dd0aa70281ea1bd23faa111510480c1667f4d91bbfa29a256b,+34 68710133,48003,mujer,48,user,2026-03-28 04:36:00,2026-03-28 04:36:00
324,Manuel,Garate Madariaga,manuel.garate140@euskador.eus,e988d95064a6f21218ef345bb59e63a288a42ca895e77418da5ed1fe6d091a41,+34 72083553,48096,hombre,65,user,2026-03-10 17:03:00,2026-03-10 17:03:00
325,Estibaliz,Fernández Barandiaran,estibaliz.fernandez1960@euskador.eus,db9235a8dcd393aa3275bdfacfa9cea409b7b05802df10762999148428dc0ea4,+34 92925253,20055,mujer,71,user,2026-03-13 23:31:00,2026-03-13 23:31:00
326,Francisco,Martin Alonso,francisco.martin969@euskador.eus,158c8a8dc325eccc91ed212f5163d60a9b2fd6dc53c339e372d9ea28f83e1a2d,+34 72787249,20059,hombre,63,user,2026-03-22 07:35:00,2026-03-22 07:35:00
327,Izaro,García Fernández,izaro.garcia249@euskador.eus,c9fdd4ca16467388c6f10bdee2ad27103176c98ad721cd481f0fcf16c0433b1a,+34 68908357,48044,mujer,47,user,2026-03-31 04:01:00,2026-03-31 04:01:00
328,Nerea,Arregi Ruiz,nerea.arregi1261@euskador.eus,3550808685a2548b038b96ff937e1230d316e87a26921b339ba17d9016a0114e,+34 64069296,20036,mujer,54,user,2026-03-27 14:37:00,2026-03-27 14:37:00
329,Leire,Bengoa Álvarez,leire.bengoa405@euskador.eus,e153834780d1cf9f3961fdd902c617753197b4dd4477cb1931765a705f30c388,+34 69136436,48015,mujer,45,admin,2026-03-27 12:09:00,2026-03-27 12:09:00
330,Idoya,Rodríguez Martin,idoya.rodriguez472@euskador.eus,737d47e029c2e6196378bab70253c7154629dd15ecfa5c280aa747081a315310,+34 97116949,48011,mujer,53,user,2026-03-13 15:28:00,2026-03-13 15:28:00
331,Mikel,Goikoetxea Iparragirre,mikel.goikoetxea592@euskador.eus,5bc9097e3acbe349d8e783fef4842ff9e3eeda1b57e81c7f11a68df5b85eb0c1,+34 72179322,48044,hombre,49,user,2026-03-01 14:42:00,2026-03-01 14:42:00
332,Lucia,Zabaleta Álvarez,lucia.zabaleta1899@euskador.eus,4259655ac71b6d09872a748ce3eb4db839d62ab1791cefeb950a636bd0f7b6a3,+34 69226938,48044,mujer,44,user,2026-03-28 05:16:00,2026-03-28 05:16:00
333,Carlos,Martínez Azkarate,carlos.martinez1882@euskador.eus,bfea3660c1abcc1507423a6c9f3facd059d2e4be1b55a1a4ad8bd373b75f4027,+34 94506075,48020,otro,35,user,2026-03-21 04:34:00,2026-03-21 04:34:00
334,Asier,Bilbao Rodríguez,asier.bilbao1481@euskador.eus,c0839b0a2783146ba6bf093786a9b99df9e55956a64d587fa300c8af6d93f1b0,+34 66995917,20018,otro,57,user,2026-03-08 18:05:00,2026-03-08 18:05:00
335,Imanol,Basabe Jiménez,imanol.basabe1526@euskador.eus,97747b009f2840fa806444706c43464a9e483ef438f6344f559b649b59ec1b40,+34 99242302,20036,otro,64,user,2026-03-15 21:29:00,2026-03-15 21:29:00
336,Kepari,Martin Zabaleta,kepari.martin1377@euskador.eus,2f2710ee083bea410590479693eaa603e2878e1dfeafbc1f0f1dbbbf92bc15d4,+34 66519886,20045,otro,60,user,2026-03-17 05:40:00,2026-03-17 05:40:00
337,Ane,Otxoa Zubizarreta,ane.otxoa1761@euskador.eus,820bb50b75d0a211c76fcf5318ca08e95d18d4693c38eacbc1b17bbc59b09d9a,+34 71994163,1013,mujer,45,user,2026-03-17 04:20:00,2026-03-17 04:20:00
338,Unai,Agirre Echeverria,unai.agirre1512@euskador.eus,5396f9fff26df0723abc91f85a7acce42025ddbd537db9aef26234dbda3430c8,+34 77406896,20018,hombre,45,user,2026-03-06 01:59:00,2026-03-06 01:59:00
339,Iñaki,Urrutia Gómez,inaki.urrutia1111@euskador.eus,2bda10bc7771a035e11cea928d7b26d465eb06ee5ca2e498da410f69c748c973,+34 71062799,20045,hombre,60,user,2026-03-03 09:03:00,2026-03-03 09:03:00
340,Manuel,Mendizabal Azkarate,manuel.mendizabal1039@euskador.eus,4c61ffeadf0a92cd69b51f4054b74856285116d044cf171bdd608a396307cfe8,+34 75671351,20074,hombre,49,user,2026-03-11 12:20:00,2026-03-11 12:20:00
341,Eneko,Fernández Mendizabal,eneko.fernandez565@euskador.eus,5390bd8010225bb21bb07baf6528058ebc286792cba3f0bd6cd73ee09b1057ee,+34 75459429,48020,otro,65,user,2026-03-15 07:52:00,2026-03-15 07:52:00
342,Alazne,Larrañaga García,alazne.larranaga82@euskador.eus,6917131ae8f161c5f9a79da4539a7fd918bf8460db0aee1ca06240f58c5327a6,+34 98666583,48011,mujer,64,user,2026-03-05 10:08:00,2026-03-05 10:08:00
343,Oier,Otxoa Rodríguez,oier.otxoa300@euskador.eus,07e80d31b040e3e0b8dc1d17ee74c200d706b36631cdc3fcb206e9c35a45f1e3,+34 75491551,48011,otro,60,user,2026-03-29 07:31:00,2026-03-29 07:31:00
344,Uxue,Mendizabal Garate,uxue.mendizabal1602@euskador.eus,351caf5c900e67ca1d3f3b9051bc9dae364e981fc71d84fb7920aba63f9afa33,+34 93328592,1051,mujer,49,user,2026-03-05 01:05:00,2026-03-05 01:05:00
345,Xabier,Álvarez Rodríguez,xabier.alvarez723@euskador.eus,ed58968f2e1557b4fb0b537419f8183b882f1726fdd0b3ec19dc88c8029497da,+34 61682377,48080,hombre,58,user,2026-03-10 10:47:00,2026-03-10 10:47:00
346,Uxue,Larrañaga Arregi,uxue.larranaga362@euskador.eus,bc993b5291533c00e3f4caf55b493aa9341203672a6f68883e62c0f8f7c70642,+34 74813811,48044,otro,45,user,2026-03-10 02:40:00,2026-03-10 02:40:00
347,Irati,Rodríguez Goikoetxea,irati.rodriguez1115@euskador.eus,b60282b2891e66183b33bd123f63ffcaa762215ad58943c97ad5642caf282be1,+34 61754425,20079,mujer,51,user,2026-03-12 09:51:00,2026-03-12 09:51:00
348,Ignacio,Etxebarria González,ignacio.etxebarria707@euskador.eus,8e456b32230e5fb52533f2b30059ee778ec50a4b6fb67b23b73a3ef7abb381d5,+34 97676391,48013,hombre,63,user,2026-03-12 19:30:00,2026-03-12 19:30:00
349,Gorka,Arregi Garate,gorka.arregi749@euskador.eus,456ed00825e4415294be8c3f0562edca439b65018495d757e030477faf3c0e05,+34 98836445,48020,hombre,61,user,2026-03-25 11:46:00,2026-03-25 11:46:00
350,Alazne,Fernández Elizondo,alazne.fernandez1053@euskador.eus,fa5d5024f5a3784fa4e3c3b196480e8b2297033dc8b7676938dd032bae05a164,+34 97539386,20059,otro,59,user,2026-03-15 04:05:00,2026-03-15 04:05:00
351,Marta,Martínez Ruiz,marta.martinez888@euskador.eus,cfb2ca0df441b42e6b03906e70f24f94e5c37a0994c0e656db1500fa8e95d01f,+34 66762948,48096,otro,52,user,2026-03-11 11:51:00,2026-03-11 11:51:00
352,Isabel,Sarasola Álvarez,isabel.sarasola1838@euskador.eus,2730ae6278b5d007ca42de223e100a11f9e6ae020954c9778c19abf44dbfe520,+34 98595986,1010,otro,62,user,2026-03-28 14:59:00,2026-03-28 14:59:00
353,Asier,Hernández Muñoz,asier.hernandez1617@euskador.eus,b19d107dddfc1fa9d9d893ea375548f45b886f5e2abac4fa22a403c8c7942723,+34 73638730,1008,hombre,46,user,2026-03-26 10:26:00,2026-03-26 10:26:00
354,Iker,González Barandiaran,iker.gonzalez131@euskador.eus,63502cc185835c5d11031d322963bfe70730985145797db195c4ef2a1a036986,+34 62120941,48013,hombre,48,user,2026-03-28 23:46:00,2026-03-28 23:46:00
355,Eneko,Sánchez Zubizarreta,eneko.sanchez22@euskador.eus,2f1359299bffee5359bf2bbcdee2494a02e22a084426b6159ce2d215d9c6f9b5,+34 69890860,48080,otro,51,user,2026-03-05 05:42:00,2026-03-05 05:42:00
356,Joseba,Alonso Zubizarreta,joseba.alonso1980@euskador.eus,dfdbfb067e4e2d9683adc172e7c070b8631eb29ee7dac0ccf3ef80dc40556cb2,+34 78528779,48020,hombre,68,user,2026-03-06 06:15:00,2026-03-06 06:15:00
357,Jon,Rodríguez Basabe,jon.rodriguez1599@euskador.eus,b978b088afe4f42547669c66cfeb2c91f21fcdf4f089bb6a3935b8536afb03f7,+34 66288264,1051,hombre,62,user,2026-03-02 01:00:00,2026-03-02 01:00:00
358,Jose,Agirre Azkarate,jose.agirre618@euskador.eus,942b647d17e49c805bc2b1cc685c17c26e60feb6f54894892f1ba254adfc80c7,+34 61006586,48011,hombre,61,user,2026-03-28 14:59:00,2026-03-28 14:59:00
359,Javier,Azkarate Elizondo,javier.azkarate1822@euskador.eus,0658e2c593b592ba13012e4d98d74f7679f99e7196131211c5d3e6a549b6748f,+34 66829543,1059,otro,61,user,2026-03-02 18:49:00,2026-03-02 18:49:00
360,Iñaki,Rodríguez Gómez,inaki.rodriguez697@euskador.eus,61817ae20155dde16f3938bba14021967f20bcba9350aa6d217ba64c91a7316f,+34 91480475,48044,hombre,54,user,2026-03-04 20:48:00,2026-03-04 20:48:00
361,Ander,Echeverria Arregi,ander.echeverria399@euskador.eus,0a6ab62470f7b28c5fd32f380bde0f1fcec691c4019e9c615967e0dddbce269c,+34 65755433,48020,otro,57,user,2026-03-12 08:08:00,2026-03-12 08:08:00
362,Carmen,Martin López,carmen.martin982@euskador.eus,2987aca2f184a07b843134cd974f1063d8e07e36e7e165c73cd10ae66b789815,+34 92495669,20059,mujer,59,user,2026-03-18 11:25:00,2026-03-18 11:25:00
363,Alazne,González Hernández,alazne.gonzalez367@euskador.eus,a7d0e6b5be449285b8fca72ffa7cb8ebbc9c67ffabe96ee95699093e9ba62b66,+34 72485042,48003,otro,65,user,2026-03-31 11:38:00,2026-03-31 11:38:00
364,Ana,García Díaz,ana.garcia608@euskador.eus,83d185ff4a445e6d47e996dc8d0c117f55b52eda4c2c0d28ba2f11ad84d4b870,+34 91548998,48020,mujer,60,user,2026-03-16 09:57:00,2026-03-16 09:57:00
365,Alazne,Barandiaran Iparragirre,alazne.barandiaran1009@euskador.eus,ba42f265e36020af75001abad7f864d60e7b79ebd7030baa0664f78984c8fed4,+34 79395660,20040,mujer,51,user,2026-03-31 04:34:00,2026-03-31 04:34:00
366,Iñaki,Larrañaga Pérez,inaki.larranaga266@euskador.eus,38631d94600ac650d428f4abe7bd2547a27991e20484da86d7d9dfbb5bae6524,+34 67799758,48027,hombre,47,user,2026-03-05 05:21:00,2026-03-05 05:21:00
367,Isabel,Álvarez Otxoa,isabel.alvarez610@euskador.eus,f3cbf74107002d92d03a3d2a1a5dd6904fd3f3f55f12b1605c970bd2111c8220,+34 67950368,48011,otro,49,user,2026-03-29 05:48:00,2026-03-29 05:48:00
368,Manuel,Ruiz Elizondo,manuel.ruiz450@euskador.eus,17ddb77fa42c5196f2450d1c8268d3dc148b760dfccd74baa2775bfa221ec087,+34 98287567,48080,hombre,54,user,2026-03-24 17:59:00,2026-03-24 17:59:00
369,Izaro,Gómez Etxebarria,izaro.gomez1654@euskador.eus,cb7adb63b2b25f7b3245f3b61f3cf7540a255f70295ae07e3997a3352cc44ad8,+34 76068738,1002,mujer,60,user,2026-03-21 15:56:00,2026-03-21 15:56:00
370,Francisco,Urrutia Azkarate,francisco.urrutia1578@euskador.eus,baed29864407efd5910d9ea4321086b3b1d6bbc0c0906627759e7f44190f6ffd,+34 67856323,1043,otro,51,user,2026-03-22 14:38:00,2026-03-22 14:38:00
371,Maite,Iparragirre Goikoetxea,maite.iparragirre1485@euskador.eus,8566c00acb704013c1d09cc5ed994a71e3f766c003cc36513be2f915c727416f,+34 66708059,20079,mujer,49,user,2026-03-23 08:55:00,2026-03-23 08:55:00
372,Carmen,Mendizabal Atutxa,carmen.mendizabal1267@euskador.eus,69c884a36a04272bf2f44975f753baa8fd641393f6d9cd973e61f8240752e10d,+34 72882212,20079,otro,48,user,2026-03-23 08:41:00,2026-03-23 08:41:00
373,Jon,Bilbao Goikoetxea,jon.bilbao880@euskador.eus,57b8ae8eff5efe9efc59eb58639b6e03a7a23497a5e95a0ea26d79c21e55c896,+34 78708256,48015,hombre,60,user,2026-03-02 22:08:00,2026-03-02 22:08:00
374,Antonio,Martin Barandiaran,antonio.martin609@euskador.eus,a6c04514d79d935314566b8a4f56f9cda342db43c61d5ca0e829ca2add63b46d,+34 71395899,48013,hombre,61,user,2026-03-25 21:31:00,2026-03-25 21:31:00
375,Asier,García Goikoetxea,asier.garcia702@euskador.eus,49c86bf595fe9d79ea9c89a5b9f86b2b98a378e5b2618eb0b553d5c887856b8f,+34 75317764,48036,hombre,54,user,2026-03-09 00:59:00,2026-03-09 00:59:00
376,David,López Elizondo,david.lopez1818@euskador.eus,4ed775ac1989e777f03b168a2e1c210d3a246293cdf1dd41f8a50a91d7a44f20,+34 69350911,1008,otro,47,user,2026-03-11 07:47:00,2026-03-11 07:47:00
377,Javier,Díaz Etxebarria,javier.diaz38@euskador.eus,d14217862c37b9906740e414a189728e68a7defb2e35c7a2645ade7ee4b371ea,+34 61637682,48080,hombre,65,user,2026-03-11 20:33:00,2026-03-11 20:33:00
378,Manuel,Gabilondo Sarasola,manuel.gabilondo742@euskador.eus,752b5b08d7cd5f270a75bdb025b4a2fd4d6d07411043e1a35c9b86fb50ce4809,+34 61834369,48036,hombre,51,user,2026-03-28 11:53:00,2026-03-28 11:53:00
379,Andoni,Barandiaran Gómez,andoni.barandiaran1710@euskador.eus,5b839de1b7d7b3ac7f4334a912bf2ffda7033834469e80024c5ef9da9a30b4b0,+34 91353847,1010,hombre,63,user,2026-03-14 22:46:00,2026-03-14 22:46:00
380,Miren,Elizondo Martin,miren.elizondo374@euskador.eus,6b104c5c461cf26266053999760afe85d7a6db0d18e827d302e7ea6dddc32c60,+34 91531080,48044,mujer,51,user,2026-03-16 01:26:00,2026-03-16 01:26:00
381,Antonio,Zabaleta Azkarate,antonio.zabaleta1982@euskador.eus,0903397f1bc22c2ef4599bbf8f79407f122e8ccbc1abc333871a19dcdceaa632,+34 92786275,48044,hombre,95,user,2026-03-30 14:12:00,2026-03-30 14:12:00
382,Mikel,Álvarez Basabe,mikel.alvarez1603@euskador.eus,fb53e504153f3452c088e9ca0a3b9b2346dd2708722841f9ba25a050c89cd929,+34 94899381,1043,otro,61,user,2026-03-24 11:15:00,2026-03-24 11:15:00
383,Gorka,Mendizabal Gabilondo,gorka.mendizabal660@euskador.eus,d48876d1b433398da894ab1566232ee985a5ccd8410a7e56f76f68ccf950fde8,+34 62824216,48096,otro,47,user,2026-03-06 18:01:00,2026-03-06 18:01:00
